trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20220220,4120,3685,2902
20220220,4130,309,450
20220220,4140,344,260
20220220,4150,814,908
20220220,4160,70,56
20220220,4170,1852,2245
20220220,4180,580,835
20220220,4190,1324,1704
20220220,4200,2016,2538
20220220,4210,1617,2854
20220220,4220,21689,21191
20220220,4250,809,1299
20220220,4260,637,661
20220220,4270,273,377
20220220,4271,471,860
20220220,4272,3704,3753
20220220,4290,738,770
20220220,4300,1004,1044
20220220,4310,1992,2403
20220220,4320,848,864
20220220,4330,1655,1905
20220220,4340,9901,9963
20220220,4350,463,436
20220220,4360,525,451
20220220,4370,792,761
20220220,4380,226,261
20220220,4390,371,350
20220220,4400,12221,10791
20220220,4410,518,484
20220220,4420,779,736
20220220,4430,780,771
20220220,4440,4422,4625
20220220,4450,394,406
20220220,4460,727,707
20220220,4470,83,109
20220220,5000,8014,8321
20220220,5010,109,144
20220220,5020,129,127
20220220,5030,579,474
20220220,5040,207,176
20220220,5050,3052,2397
20220220,5060,50,36
20220220,5070,327,300
20220220,5080,13,16
20220220,5090,416,272
20220220,5100,128,82
20220220,5110,50,47
20220220,5120,1097,822
20220220,5130,40,5
20220220,5160,0,4
20220220,5190,202,146
20220220,5200,21,14
20220220,5210,607,507
20220220,5220,526,153
20220220,5230,832,1243
20220220,5240,5,6
20220220,6000,5426,4697
20220220,6010,3,1
20220220,6020,198,127
20220220,6030,18,12
20220220,6040,6,8
20220220,6050,525,384
20220220,6060,2,1
20220220,6070,741,382
20220220,6080,196,99
20220220,6090,5,9
20220220,6100,13,6
20220220,6110,1385,1021
20220220,6120,2,9
20220220,6130,725,355
20220220,6140,47,25
20220220,6150,6,4
20220220,6160,411,281
20220220,6170,33,12
20220220,6180,328,216
20220220,6190,22,13
20220220,6200,30,12
20220220,6210,23,24
20220220,6220,312,272
20220220,6230,1,5
20220220,6240,283,538
20220220,6250,416,327
20220220,7000,11826,9264
20220220,7010,51,86
20220220,7020,3,10
20220220,7030,276,210
20220220,7040,5,16
20220220,7050,12,18
20220220,7060,173,150
20220220,7070,3,5
20220220,7080,15,7
20220220,7090,352,292
20220220,7100,67,59
20220220,7110,6,11
20220220,7120,272,268
20220220,7130,310,310
20220220,7140,10,12
20220220,7150,234,216
20220220,7160,3794,2970
20220220,7170,9,24
20220220,7180,81,81
20220220,7190,3012,2932
20220220,7200,71,62
20220220,7210,1446,1217
20220220,7220,34,40
20220220,7230,621,460
20220220,7240,17,18
20220220,7250,62,62
20220220,7260,135,110
20220220,7270,71,58
20220220,7280,18,20
20220220,7290,370,307
20220220,7300,89,90
20220220,7310,460,410
20220220,7320,74,89
20220220,7330,19,13
20220220,7331,4,5
20220220,7332,128,163
20220220,7333,3,6
20220220,7334,12,11
20220220,7335,54,54
20220220,7336,94,42
20220220,7350,116,113
20220220,7360,1676,1766
20220220,7361,19,34
20220220,7362,24,32
20220220,7380,345,321
20220220,7390,196,181
20220221,0900,5932,5631
20220221,0910,1261,1286
20220221,0920,2135,1803
20220221,0930,5629,5519
20220221,0940,2422,2480
20220221,0950,2059,1772
20220221,0960,9283,9702
20220221,0970,11371,11447
20220221,0980,10917,11199
20220221,0990,14257,14568
20220221,1000,42607,43276
20220221,1010,3652,3589
20220221,1020,16992,16916
20220221,1030,3011,2957
20220221,1040,11599,11605
20220221,1050,1134,1050
20220221,1060,1405,1388
20220221,1070,7106,7283
20220221,1080,19193,19981
20220221,1090,7680,7538
20220221,1100,16057,17287
20220221,1110,5233,4854
20220221,1120,3926,3669
20220221,1130,1359,1312
20220221,1140,59,78
20220221,1150,732,714
20220221,1160,2627,2658
20220221,1170,3923,4176
20220221,1180,4161,4116
20220221,1190,2110,2073
20220221,1191,167,190
20220221,1192,1213,1410
20220221,1193,415,517
20220221,1194,2126,2019
20220221,1201,41,49
20220221,1202,111,108
20220221,1203,267,260
20220221,1204,52,62
20220221,1205,38,29
20220221,1206,11,8
20220221,1207,1,2
20220221,1208,94,75
20220221,1210,11809,11993
20220221,1220,1064,988
20220221,1230,506,465
20220221,1240,160,170
20220221,1250,5744,5762
20220221,2110,18,18
20220221,2120,60,64
20220221,2130,496,554
20220221,2140,15,20
20220221,2150,146,137
20220221,2160,30,26
20220221,2170,488,491
20220221,2180,1135,980
20220221,2190,173,148
20220221,2200,1477,1302
20220221,2210,65,54
20220221,2220,731,619
20220221,2230,1449,1511
20220221,2240,280,241
20220221,2250,481,433
20220221,2260,144,125
20220221,3140,234,231
20220221,3150,509,541
20220221,3160,4181,3993
20220221,3170,75,83
20220221,3180,588,532
20220221,3190,441,393
20220221,3210,327,315
20220221,3220,1487,1506
20220221,3230,4618,4468
20220221,3240,654,565
20220221,3250,1507,1435
20220221,3260,419,378
20220221,3270,1330,1310
20220221,3280,1584,1445
20220221,3290,905,877
20220221,3300,12655,12741
20220221,3310,1076,1081
20220221,3320,2410,2301
20220221,3330,389,352
20220221,3340,3545,3864
20220221,3350,380,423
20220221,3360,7912,7661
20220221,3370,734,732
20220221,3380,556,587
20220221,3390,5165,4782
20220221,3400,371,356
20220221,3410,815,781
20220221,3420,1855,1659
20220221,3430,583,571
20220221,3431,5,7
20220221,3432,77,32
20220221,3433,1,8
20220221,3434,79,110
20220221,3435,42,42
20220221,3436,26,19
20220221,3450,562,500
20220221,3460,91,107
20220221,3470,3496,3546
20220221,3480,1277,1174
20220221,3490,96,112
20220221,4050,1104,1099
20220221,4060,1118,1563
20220221,4070,644,636
20220221,4080,6125,5809
20220221,4090,492,514
20220221,4100,138,122
20220221,4110,425,402
20220221,4120,3617,3540
20220221,4130,882,853
20220221,4140,426,401
20220221,4150,1112,1291
20220221,4160,143,150
20220221,4170,2650,2669
20220221,4180,1254,1150
20220221,4190,1883,1871
20220221,4200,2229,2339
20220221,4210,3173,3412
20220221,4220,15884,16091
20220221,4250,1017,1109
20220221,4260,592,640
20220221,4270,339,343
20220221,4271,761,1043
20220221,4272,2026,1982
20220221,4290,1892,1787
20220221,4300,1383,1364
20220221,4310,1874,1878
20220221,4320,1047,1104
20220221,4330,1848,1863
20220221,4340,7155,7195
20220221,4350,685,595
20220221,4360,624,584
20220221,4370,1144,1057
20220221,4380,217,251
20220221,4390,562,541
20220221,4400,8906,8709
20220221,4410,636,626
20220221,4420,1185,1046
20220221,4430,1061,942
20220221,4440,4004,3529
20220221,4450,486,515
20220221,4460,884,883
20220221,4470,122,140
20220221,5000,7418,7439
20220221,5010,206,232
20220221,5020,121,134
20220221,5030,611,591
20220221,5040,205,213
20220221,5050,2709,2541
20220221,5060,171,178
20220221,5070,479,533
20220221,5080,23,21
20220221,5090,376,335
20220221,5100,115,100
20220221,5110,57,58
20220221,5120,520,626
20220221,5130,0,1
20220221,5190,141,131
20220221,5200,11,8
20220221,5210,353,365
20220221,5220,147,122
20220221,5230,468,469
20220221,5240,11,8
20220221,6000,3582,3314
20220221,6010,4,3
20220221,6020,161,191
20220221,6030,49,45
20220221,6040,9,11
20220221,6050,456,454
20220221,6060,8,2
20220221,6070,400,297
20220221,6080,112,102
20220221,6090,5,7
20220221,6100,14,10
20220221,6110,1021,964
20220221,6120,4,9
20220221,6130,493,481
20220221,6140,37,31
20220221,6150,6,6
20220221,6160,339,305
20220221,6170,55,35
20220221,6180,302,310
20220221,6190,29,26
20220221,6200,8,7
20220221,6210,58,48
20220221,6220,243,265
20220221,6230,4,10
20220221,6240,226,387
20220221,6250,402,412
20220221,7000,6693,7114
20220221,7010,110,113
20220221,7020,12,14
20220221,7030,277,278
20220221,7040,9,13
20220221,7050,54,54
20220221,7060,781,778
20220221,7070,4,5
20220221,7080,10,9
20220221,7090,659,650
20220221,7100,151,153
20220221,7110,12,10
20220221,7120,485,473
20220221,7130,520,528
20220221,7140,8,14
20220221,7150,453,422
20220221,7160,3264,3045
20220221,7170,15,23
20220221,7180,113,114
20220221,7190,2938,2656
20220221,7200,100,132
20220221,7210,1004,998
20220221,7220,83,102
20220221,7230,903,859
20220221,7240,26,24
20220221,7250,50,53
20220221,7260,141,148
20220221,7270,49,41
20220221,7280,9,11
20220221,7290,264,297
20220221,7300,142,127
20220221,7310,545,540
20220221,7320,78,81
20220221,7330,10,11
20220221,7331,6,4
20220221,7332,70,89
20220221,7333,4,7
20220221,7334,4,6
20220221,7335,46,56
20220221,7336,32,30
20220221,7350,66,66
20220221,7360,2535,2547
20220221,7361,1,9
20220221,7362,13,12
20220221,7380,652,622
20220221,7390,420,445
20220222,0900,5858,5514
20220222,0910,1269,1283
20220222,0920,2095,1854
20220222,0930,5547,5614
20220222,0940,2416,2477
20220222,0950,2145,1779
20220222,0960,9485,9937
20220222,0970,11638,11663
20220222,0980,10953,11222
20220222,0990,14362,14602
20220222,1000,41698,41425
20220222,1010,3712,3564
20220222,1020,16344,16230
20220222,1030,3096,2883
20220222,1040,11442,11683
20220222,1050,1110,1051
20220222,1060,1397,1445
20220222,1070,7238,7323
20220222,1080,18827,19554
20220222,1090,7626,7275
20220222,1100,15745,16291
20220222,1110,5015,4831
20220222,1120,3893,3673
20220222,1130,1280,1338
20220222,1140,57,68
20220222,1150,719,708
20220222,1160,2597,2669
20220222,1170,3586,3803
20220222,1180,4018,3802
20220222,1190,2100,2066
20220222,1191,158,150
20220222,1192,1177,1247
20220222,1193,410,441
20220222,1194,1882,2009
20220222,1201,38,45
20220222,1202,501,107
20220222,1203,266,231
20220222,1204,63,62
20220222,1205,31,34
20220222,1206,19,14
20220222,1207,10,415
20220222,1208,61,73
20220222,1210,10941,10787
20220222,1220,1056,907
20220222,1230,456,472
20220222,1240,169,169
20220222,1250,5442,5518
20220222,2110,17,24
20220222,2120,64,67
20220222,2130,535,967
20220222,2140,15,26
20220222,2150,141,165
20220222,2160,26,20
20220222,2170,475,474
20220222,2180,1048,971
20220222,2190,173,179
20220222,2200,1336,1280
20220222,2210,51,27
20220222,2220,648,577
20220222,2230,1231,1205
20220222,2240,264,229
20220222,2250,490,417
20220222,2260,692,315
20220222,3140,216,223
20220222,3150,477,532
20220222,3160,3984,3866
20220222,3170,70,83
20220222,3180,502,488
20220222,3190,414,435
20220222,3210,340,338
20220222,3220,1498,1468
20220222,3230,4130,4318
20220222,3240,601,554
20220222,3250,1425,1352
20220222,3260,374,336
20220222,3270,1218,1252
20220222,3280,1452,1322
20220222,3290,836,803
20220222,3300,11015,11180
20220222,3310,1122,1039
20220222,3320,2284,2152
20220222,3330,410,414
20220222,3340,3093,3173
20220222,3350,579,1084
20220222,3360,7480,7283
20220222,3370,660,652
20220222,3380,527,525
20220222,3390,4827,4824
20220222,3400,290,315
20220222,3410,773,775
20220222,3420,1637,1564
20220222,3430,563,553
20220222,3431,13,7
20220222,3432,28,26
20220222,3433,14,12
20220222,3434,46,52
20220222,3435,24,35
20220222,3436,11,7
20220222,3450,496,469
20220222,3460,81,100
20220222,3470,3183,3171
20220222,3480,1108,1145
20220222,3490,90,105
20220222,4050,1066,1052
20220222,4060,1047,1127
20220222,4070,630,645
20220222,4080,5471,5453
20220222,4090,445,445
20220222,4100,128,123
20220222,4110,424,379
20220222,4120,3596,3664
20220222,4130,917,923
20220222,4140,452,454
20220222,4150,1166,1210
20220222,4160,134,143
20220222,4170,2579,2590
20220222,4180,1245,1151
20220222,4190,1925,1869
20220222,4200,2836,2323
20220222,4210,3172,3102
20220222,4220,15609,15605
20220222,4250,1077,1696
20220222,4260,577,615
20220222,4270,326,330
20220222,4271,866,894
20220222,4272,1825,1884
20220222,4290,1839,1815
20220222,4300,1364,1378
20220222,4310,1820,1878
20220222,4320,1004,1067
20220222,4330,1709,1719
20220222,4340,6337,6314
20220222,4350,671,602
20220222,4360,602,615
20220222,4370,1112,1103
20220222,4380,242,258
20220222,4390,517,524
20220222,4400,8687,8624
20220222,4410,694,667
20220222,4420,1163,1055
20220222,4430,1007,1008
20220222,4440,3759,3519
20220222,4450,539,523
20220222,4460,887,906
20220222,4470,121,140
20220222,5000,7107,7330
20220222,5010,224,228
20220222,5020,119,132
20220222,5030,573,574
20220222,5040,206,214
20220222,5050,2555,2515
20220222,5060,172,173
20220222,5070,508,468
20220222,5080,21,37
20220222,5090,359,309
20220222,5100,120,129
20220222,5110,124,63
20220222,5120,923,586
20220222,5130,15,76
20220222,5140,1,0
20220222,5190,115,123
20220222,5200,18,14
20220222,5210,424,403
20220222,5220,122,147
20220222,5230,423,746
20220222,5240,22,30
20220222,6000,2768,2898
20220222,6010,1,1
20220222,6020,166,109
20220222,6030,45,46
20220222,6040,6,5
20220222,6050,391,412
20220222,6060,7,8
20220222,6070,299,253
20220222,6080,100,91
20220222,6090,6,12
20220222,6100,8,9
20220222,6110,792,829
20220222,6120,3,7
20220222,6130,436,453
20220222,6140,35,30
20220222,6150,9,15
20220222,6160,295,310
20220222,6170,46,46
20220222,6180,283,289
20220222,6190,24,23
20220222,6200,14,20
20220222,6210,57,47
20220222,6220,256,243
20220222,6230,9,8
20220222,6240,212,229
20220222,6250,423,369
20220222,7000,6403,6216
20220222,7010,125,124
20220222,7020,12,13
20220222,7030,270,255
20220222,7040,11,16
20220222,7050,47,50
20220222,7060,775,751
20220222,7070,1,1
20220222,7080,23,11
20220222,7090,637,656
20220222,7100,146,162
20220222,7110,11,13
20220222,7120,449,442
20220222,7130,485,490
20220222,7140,13,14
20220222,7150,412,420
20220222,7160,2914,2880
20220222,7170,18,23
20220222,7180,114,127
20220222,7190,2701,2581
20220222,7200,101,119
20220222,7210,850,833
20220222,7220,98,114
20220222,7230,884,857
20220222,7240,20,19
20220222,7250,42,43
20220222,7260,128,136
20220222,7270,45,41
20220222,7280,8,5
20220222,7290,266,276
20220222,7300,124,108
20220222,7310,527,521
20220222,7320,103,110
20220222,7330,9,7
20220222,7331,2,2
20220222,7332,81,53
20220222,7333,8,6
20220222,7334,15,19
20220222,7335,36,28
20220222,7336,31,63
20220222,7350,90,83
20220222,7360,2547,2570
20220222,7361,5,6
20220222,7362,6,5
20220222,7380,613,623
20220222,7390,440,494
20220223,0900,5942,5527
20220223,0910,1269,1329
20220223,0920,2050,1844
20220223,0930,5560,5539
20220223,0940,2418,2446
20220223,0950,2106,1790
20220223,0960,9465,9905
20220223,0970,11746,11743
20220223,0980,10928,11365
20220223,0990,14250,14346
20220223,1000,42326,41527
20220223,1010,3520,3446
20220223,1020,16343,16258
20220223,1030,3046,2897
20220223,1040,11229,11555
20220223,1050,1082,999
20220223,1060,1404,1432
20220223,1070,7029,7343
20220223,1080,18731,19403
20220223,1090,7573,7316
20220223,1100,15461,15861
20220223,1110,5084,4770
20220223,1120,3845,3631
20220223,1130,1240,1291
20220223,1140,53,65
20220223,1150,688,670
20220223,1160,2524,2631
20220223,1170,3524,3673
20220223,1180,4006,3849
20220223,1190,2003,2049
20220223,1191,148,158
20220223,1192,1168,1232
20220223,1193,432,442
20220223,1194,1907,1960
20220223,1201,27,48
20220223,1202,96,102
20220223,1203,233,230
20220223,1204,62,58
20220223,1205,28,27
20220223,1206,9,10
20220223,1207,0,2
20220223,1208,60,67
20220223,1210,10761,10590
20220223,1220,1041,883
20220223,1230,420,467
20220223,1240,164,169
20220223,1250,5142,5562
20220223,2110,19,14
20220223,2120,63,70
20220223,2130,1044,1000
20220223,2140,14,21
20220223,2150,138,148
20220223,2160,30,20
20220223,2170,425,494
20220223,2180,1094,1024
20220223,2190,172,168
20220223,2200,1324,1269
20220223,2210,75,63
20220223,2220,684,653
20220223,2230,1246,1283
20220223,2240,257,277
20220223,2250,459,423
20220223,2260,431,144
20220223,3140,196,235
20220223,3150,470,486
20220223,3160,3850,3172
20220223,3170,76,60
20220223,3180,479,502
20220223,3190,407,407
20220223,3210,257,248
20220223,3220,1493,1430
20220223,3230,4072,4370
20220223,3240,576,578
20220223,3250,1469,1435
20220223,3260,388,393
20220223,3270,1234,1313
20220223,3280,1374,1372
20220223,3290,833,836
20220223,3300,11164,11097
20220223,3310,1097,1091
20220223,3320,2312,2207
20220223,3330,375,403
20220223,3340,3336,3086
20220223,3350,380,721
20220223,3360,7132,7137
20220223,3370,687,733
20220223,3380,553,601
20220223,3390,4818,4762
20220223,3400,337,379
20220223,3410,746,781
20220223,3420,1644,1650
20220223,3430,541,546
20220223,3431,12,10
20220223,3432,36,25
20220223,3433,10,15
20220223,3434,56,46
20220223,3435,28,25
20220223,3436,7,10
20220223,3450,497,490
20220223,3460,89,106
20220223,3470,3071,3118
20220223,3480,1113,1093
20220223,3490,80,100
20220223,4050,1027,1009
20220223,4060,1031,1041
20220223,4070,598,616
20220223,4080,5475,5486
20220223,4090,413,445
20220223,4100,133,135
20220223,4110,380,358
20220223,4120,3581,3638
20220223,4130,879,896
20220223,4140,441,417
20220223,4150,1111,1118
20220223,4160,127,115
20220223,4170,2502,2544
20220223,4180,1240,1122
20220223,4190,1714,1705
20220223,4200,2076,2102
20220223,4210,3195,3132
20220223,4220,15080,15079
20220223,4250,962,984
20220223,4260,569,592
20220223,4270,307,306
20220223,4271,822,784
20220223,4272,1806,1765
20220223,4290,1952,1743
20220223,4300,1319,1318
20220223,4310,1776,1785
20220223,4320,989,1095
20220223,4330,1679,1758
20220223,4340,6481,6859
20220223,4350,634,595
20220223,4360,555,595
20220223,4370,1032,1035
20220223,4380,228,217
20220223,4390,550,559
20220223,4400,8191,8781
20220223,4410,662,653
20220223,4420,1155,998
20220223,4430,1000,897
20220223,4440,3578,3462
20220223,4450,499,513
20220223,4460,870,894
20220223,4470,112,118
20220223,5000,6878,6980
20220223,5010,212,222
20220223,5020,93,104
20220223,5030,595,564
20220223,5040,208,204
20220223,5050,2452,2384
20220223,5060,188,182
20220223,5070,447,397
20220223,5080,18,22
20220223,5090,376,371
20220223,5100,117,118
20220223,5110,51,50
20220223,5120,581,572
20220223,5130,10,0
20220223,5190,78,78
20220223,5200,10,14
20220223,5210,436,421
20220223,5220,107,127
20220223,5230,540,447
20220223,5240,14,10
20220223,6000,2899,2951
20220223,6010,2,2
20220223,6020,123,145
20220223,6030,32,34
20220223,6040,4,9
20220223,6050,442,393
20220223,6060,2,8
20220223,6070,225,392
20220223,6080,80,77
20220223,6090,6,8
20220223,6100,13,16
20220223,6110,835,794
20220223,6120,7,7
20220223,6130,458,426
20220223,6140,25,22
20220223,6150,2,3
20220223,6160,342,293
20220223,6170,39,34
20220223,6180,286,287
20220223,6190,29,29
20220223,6200,35,7
20220223,6210,63,53
20220223,6220,221,227
20220223,6230,6,7
20220223,6240,236,183
20220223,6250,376,357
20220223,7000,6896,6635
20220223,7010,127,127
20220223,7020,13,18
20220223,7030,239,243
20220223,7040,12,13
20220223,7050,40,56
20220223,7060,748,795
20220223,7070,4,1
20220223,7080,10,10
20220223,7090,656,676
20220223,7100,160,157
20220223,7110,12,11
20220223,7120,489,493
20220223,7130,487,620
20220223,7140,10,12
20220223,7150,444,438
20220223,7160,3115,2932
20220223,7170,19,27
20220223,7180,119,125
20220223,7190,2799,2717
20220223,7200,114,122
20220223,7210,924,1024
20220223,7220,124,146
20220223,7230,932,917
20220223,7240,18,18
20220223,7250,52,48
20220223,7260,131,147
20220223,7270,69,72
20220223,7280,5,8
20220223,7290,255,292
20220223,7300,126,127
20220223,7310,544,516
20220223,7320,90,101
20220223,7330,9,14
20220223,7331,8,8
20220223,7332,40,48
20220223,7333,3,1
20220223,7334,8,10
20220223,7335,43,45
20220223,7336,23,9
20220223,7350,81,79
20220223,7360,2519,2555
20220223,7361,6,4
20220223,7362,8,10
20220223,7380,604,594
20220223,7390,456,471
20220224,0900,6372,5858
20220224,0910,1292,1328
20220224,0920,2199,1929
20220224,0930,5724,5870
20220224,0940,2509,2580
20220224,0950,2199,1828
20220224,0960,9696,10159
20220224,0970,11740,11846
20220224,0980,11478,11886
20220224,0990,14932,14976
20220224,1000,44946,43409
20220224,1010,3895,3796
20220224,1020,17160,17108
20220224,1030,3031,2897
20220224,1040,12174,12292
20220224,1050,1127,1096
20220224,1060,1432,1466
20220224,1070,7455,7695
20220224,1080,20507,21351
20220224,1090,8420,7957
20220224,1100,17876,17876
20220224,1110,5293,5106
20220224,1120,4125,3829
20220224,1130,1466,1459
20220224,1140,63,91
20220224,1150,829,749
20220224,1160,2833,2998
20220224,1170,4066,4183
20220224,1180,4326,4209
20220224,1190,2206,2190
20220224,1191,178,175
20220224,1192,1404,1394
20220224,1193,474,493
20220224,1194,2147,2264
20220224,1201,39,45
20220224,1202,104,114
20220224,1203,318,316
20220224,1204,70,65
20220224,1205,26,33
20220224,1206,11,17
20220224,1207,3,4
20220224,1208,124,125
20220224,1210,13195,12686
20220224,1220,1275,982
20220224,1230,483,528
20220224,1240,184,200
20220224,1250,5860,6398
20220224,2110,30,27
20220224,2120,76,84
20220224,2130,1095,1079
20220224,2140,18,35
20220224,2150,221,235
20220224,2160,39,35
20220224,2170,516,590
20220224,2180,1171,1136
20220224,2190,165,193
20220224,2200,1542,1670
20220224,2210,74,72
20220224,2220,744,823
20220224,2230,1632,1539
20220224,2240,296,271
20220224,2250,489,487
20220224,2260,254,126
20220224,3140,247,273
20220224,3150,600,628
20220224,3160,4514,4006
20220224,3170,105,81
20220224,3180,597,628
20220224,3190,516,573
20220224,3210,731,767
20220224,3220,1770,1685
20220224,3230,4810,5613
20220224,3240,652,621
20220224,3250,1535,1605
20220224,3260,416,436
20220224,3270,1342,1458
20220224,3280,1750,1743
20220224,3290,1016,1022
20220224,3300,13952,13656
20220224,3310,1220,1258
20220224,3320,2570,2434
20220224,3330,432,443
20220224,3340,4470,3902
20220224,3350,443,569
20220224,3360,8579,9203
20220224,3370,753,896
20220224,3380,618,663
20220224,3390,5439,5789
20220224,3400,366,417
20220224,3410,815,859
20220224,3420,1812,1944
20220224,3430,676,752
20220224,3431,6,16
20220224,3432,41,39
20220224,3433,6,12
20220224,3434,97,63
20220224,3435,25,65
20220224,3436,22,16
20220224,3450,552,577
20220224,3460,96,121
20220224,3470,3707,3896
20220224,3480,1365,1443
20220224,3490,97,123
20220224,4050,1283,1213
20220224,4060,1894,1299
20220224,4070,674,691
20220224,4080,6710,7000
20220224,4090,515,556
20220224,4100,141,165
20220224,4110,425,431
20220224,4120,4058,4241
20220224,4130,885,908
20220224,4140,495,493
20220224,4150,1208,978
20220224,4160,137,124
20220224,4170,2922,2916
20220224,4180,1366,1182
20220224,4190,2119,1907
20220224,4200,2271,2316
20220224,4210,3773,3312
20220224,4220,18010,18220
20220224,4250,1340,1042
20220224,4260,670,646
20220224,4270,391,365
20220224,4271,1055,806
20220224,4272,1633,1757
20220224,4290,1834,1822
20220224,4300,1379,1423
20220224,4310,1827,1978
20220224,4320,1115,1206
20220224,4330,1960,1853
20220224,4340,7790,7732
20220224,4350,687,618
20220224,4360,628,656
20220224,4370,1243,1325
20220224,4380,296,280
20220224,4390,545,518
20220224,4400,9305,10225
20220224,4410,708,720
20220224,4420,1215,1145
20220224,4430,1040,1064
20220224,4440,3884,4047
20220224,4450,508,567
20220224,4460,950,974
20220224,4470,137,143
20220224,5000,8095,8117
20220224,5010,261,248
20220224,5020,170,222
20220224,5030,674,639
20220224,5040,224,216
20220224,5050,2471,2734
20220224,5060,176,186
20220224,5070,464,458
20220224,5080,27,28
20220224,5090,365,378
20220224,5100,110,116
20220224,5110,57,54
20220224,5120,593,604
20220224,5190,111,123
20220224,5200,10,9
20220224,5210,478,413
20220224,5220,125,150
20220224,5230,619,423
20220224,5240,20,19
20220224,6000,3034,3293
20220224,6010,2,2
20220224,6020,153,177
20220224,6030,44,40
20220224,6040,6,5
20220224,6050,394,450
20220224,6060,2,9
20220224,6070,280,430
20220224,6080,84,125
20220224,6090,3,9
20220224,6100,11,14
20220224,6110,965,901
20220224,6120,3,12
20220224,6130,419,449
20220224,6140,34,25
20220224,6150,6,6
20220224,6160,337,377
20220224,6170,37,44
20220224,6180,307,331
20220224,6190,36,31
20220224,6200,11,21
20220224,6210,51,57
20220224,6220,223,236
20220224,6230,9,8
20220224,6240,663,184
20220224,6250,420,438
20220224,7000,7341,7064
20220224,7010,134,138
20220224,7020,5,13
20220224,7030,344,271
20220224,7040,18,20
20220224,7050,55,46
20220224,7060,755,753
20220224,7070,5,5
20220224,7080,12,12
20220224,7090,681,705
20220224,7100,154,156
20220224,7110,13,14
20220224,7120,495,508
20220224,7130,540,525
20220224,7140,12,12
20220224,7150,393,437
20220224,7160,3352,3451
20220224,7170,25,22
20220224,7180,115,120
20220224,7190,3088,2858
20220224,7200,108,110
20220224,7210,1009,996
20220224,7220,92,122
20220224,7230,953,973
20220224,7240,19,29
20220224,7250,55,63
20220224,7260,160,169
20220224,7270,52,52
20220224,7280,12,14
20220224,7290,301,312
20220224,7300,130,118
20220224,7310,569,567
20220224,7320,81,88
20220224,7330,16,20
20220224,7331,2,2
20220224,7332,61,64
20220224,7333,6,5
20220224,7334,9,12
20220224,7335,52,58
20220224,7336,18,15
20220224,7350,90,83
20220224,7360,2690,2773
20220224,7361,4,8
20220224,7362,9,13
20220224,7380,622,633
20220224,7390,452,450
20220225,0900,8219,7685
20220225,0910,1435,1567
20220225,0920,2426,2334
20220225,0930,6428,6649
20220225,0940,2782,2746
20220225,0950,2318,1850
20220225,0960,10714,11279
20220225,0970,12242,12035
20220225,0980,13177,14100
20220225,0990,17458,16992
20220225,1000,64030,55435
20220225,1010,4394,4372
20220225,1020,23316,22912
20220225,1030,3422,3056
20220225,1040,13968,14519
20220225,1050,1245,1143
20220225,1060,1572,1693
20220225,1070,8487,8882
20220225,1080,26239,27660
20220225,1090,10563,9348
20220225,1100,26257,23870
20220225,1110,6263,6275
20220225,1120,5317,4943
20220225,1130,1492,1763
20220225,1140,76,99
20220225,1150,859,740
20220225,1160,3469,3834
20220225,1170,5769,5085
20220225,1180,5334,5783
20220225,1190,2560,2727
20220225,1191,260,248
20220225,1192,2491,1849
20220225,1193,897,635
20220225,1194,3288,4082
20220225,1201,48,58
20220225,1202,137,151
20220225,1203,479,511
20220225,1204,79,75
20220225,1205,42,52
20220225,1206,28,39
20220225,1207,3,3
20220225,1208,286,301
20220225,1210,21199,19353
20220225,1220,1822,1246
20220225,1230,564,698
20220225,1240,207,235
20220225,1250,8314,9588
20220225,2110,32,30
20220225,2120,80,96
20220225,2130,2787,1239
20220225,2140,6,24
20220225,2150,306,324
20220225,2160,42,42
20220225,2170,721,1015
20220225,2180,1549,2007
20220225,2190,241,330
20220225,2200,2205,3202
20220225,2210,67,106
20220225,2220,1058,1796
20220225,2230,3898,3244
20220225,2240,370,507
20220225,2250,590,715
20220225,2260,185,223
20220225,3140,288,375
20220225,3150,1190,1079
20220225,3160,7203,6819
20220225,3170,191,116
20220225,3180,721,979
20220225,3190,618,844
20220225,3210,1038,1250
20220225,3220,2452,2436
20220225,3230,6911,10002
20220225,3240,858,894
20220225,3250,2051,2329
20220225,3260,570,681
20220225,3270,1988,2340
20220225,3280,2394,2528
20220225,3290,1628,1593
20220225,3300,28894,24788
20220225,3310,1880,1724
20220225,3320,3935,3076
20220225,3330,576,721
20220225,3340,10338,6813
20220225,3350,656,722
20220225,3360,13040,17196
20220225,3370,892,1507
20220225,3380,949,1025
20220225,3390,7416,10785
20220225,3400,369,810
20220225,3410,850,1437
20220225,3420,2249,3725
20220225,3430,793,1142
20220225,3431,8,14
20220225,3432,59,86
20220225,3433,12,9
20220225,3434,74,118
20220225,3435,89,112
20220225,3436,37,52
20220225,3450,741,1107
20220225,3460,141,233
20220225,3470,7392,7681
20220225,3480,2507,3213
20220225,3490,106,217
20220225,4050,2185,1656
20220225,4060,4092,2345
20220225,4070,859,1044
20220225,4080,11185,13526
20220225,4090,672,871
20220225,4100,179,383
20220225,4110,516,670
20220225,4120,5190,6905
20220225,4130,1717,971
20220225,4140,532,727
20220225,4150,1741,1599
20220225,4160,193,173
20220225,4170,3851,4141
20220225,4180,1840,1370
